Person_ID dd/mm/yyyy hh/mm/ss (x, y) rotation
Person_ID1 30/09/2024 13:15:08 (0.0 0.0) -1.677174
Person_ID1 30/09/2024 13:15:08 (0.0 0.0) -1.673683
Person_ID1 30/09/2024 13:15:08 (0.0 0.0) -1.666702
Person_ID1 30/09/2024 13:15:08 (0.0 0.0) -1.668447
Person_ID1 30/09/2024 13:15:08 (0.0 0.0) -1.670193
Person_ID1 30/09/2024 13:15:08 (0.0 0.0) -1.671938
Person_ID1 30/09/2024 13:15:08 (0.0 0.0) -1.666702
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.666702
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.664957
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.664957
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.664957
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.664957
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.663212
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.663212
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.663212
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.659721
Person_ID1 30/09/2024 13:15:09 (0.0 0.0) -1.656231
Person_ID1 30/09/2024 13:15:10 (0.0 0.0) -1.521848
Person_ID1 30/09/2024 13:15:10 (0.0 0.0) -1.495669
Person_ID1 30/09/2024 13:15:10 (0.0 0.0) -1.09601
Person_ID1 30/09/2024 13:15:10 (0.0 0.0) -0.931957
Person_ID1 30/09/2024 13:15:10 (0.0 0.0) -0.483429
Person_ID1 30/09/2024 13:15:10 (0.0 0.0) -0.396168
Person_ID1 30/09/2024 13:15:10 (0.0 0.0) -0.045373
Person_ID1 30/09/2024 13:15:11 (0.0 0.0) 0.219904
Person_ID1 30/09/2024 13:15:11 (0.0 0.0) 0.235611
Person_ID1 30/09/2024 13:15:11 (0.0 0.0) 0.251318
Person_ID1 30/09/2024 13:15:15 (0.0 0.0) -1.785379
Person_ID1 30/09/2024 13:15:15 (0.0 0.0) -1.776653
Person_ID1 30/09/2024 13:15:16 (0.0 0.0) -1.727786
Person_ID1 30/09/2024 13:15:16 (0.0 0.0) -1.71906
Person_ID1 30/09/2024 13:15:16 (0.0 0.0) -1.680664
Person_ID1 30/09/2024 13:15:16 (0.0 0.0) -1.675428
Person_ID1 30/09/2024 13:15:16 (0.0 0.0) -1.64925
Person_ID1 30/09/2024 13:15:16 (0.0 0.0) -1.621326
Person_ID1 30/09/2024 13:15:16 (0.0 0.0) -1.624816
Person_ID1 30/09/2024 13:15:17 (0.0 0.0) -1.6126
